,userId,movieId,rating,timestamp,title,genres,KID,year,decade,count,mean
77222,483,1,4.0,1178293130,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,YES,1995,1990,215,3.9209302325581397
77223,483,2,4.0,1178293652,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
77236,483,48,3.0,1181496689,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,YES,1995,1990,68,3.1470588235294117
77244,483,158,2.0,1181496575,Casper (1995),Adventure|Children,YES,1995,1990,62,2.806451612903226
77271,483,355,2.0,1327277630,"Flintstones, The (1994)",Children|Comedy|Fantasy,YES,1994,1990,42,2.357142857142857
77274,483,362,2.5,1327277978,"Jungle Book, The (1994)",Adventure|Children|Romance,YES,1994,1990,34,3.5294117647058822
77275,483,364,4.0,1178215210,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,YES,1994,1990,172,3.941860465116279
77282,483,410,3.0,1181494952,Addams Family Values (1993),Children|Comedy|Fantasy,YES,1993,1990,84,3.1011904761904763
77297,483,551,4.0,1178213495,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,YES,1993,1990,93,3.553763440860215
77299,483,586,2.0,1181496723,Home Alone (1990),Children|Comedy,YES,1990,1980,116,2.9956896551724137
77301,483,588,4.0,1178293097,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
77304,483,595,3.5,1178293242,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,YES,1991,1990,146,3.7705479452054793
77310,483,661,4.0,1327277549,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,YES,1996,1990,49,3.4489795918367347
77311,483,673,2.5,1327277640,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,YES,1996,1990,53,2.707547169811321
77317,483,783,2.0,1327277542,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,YES,1996,1990,47,3.3297872340425534
77323,483,837,3.0,1215897165,Matilda (1996),Children|Comedy|Fantasy,YES,1996,1990,33,3.272727272727273
77333,483,919,1.0,1181496661,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,YES,1939,1930,92,3.880434782608696
77335,483,953,4.0,1178294254,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,YES,1946,1940,58,4.0344827586206895
77336,483,1028,4.5,1178294276,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,YES,1964,1960,71,3.887323943661972
77337,483,1029,2.0,1181496771,Dumbo (1941),Animation|Children|Drama|Musical,YES,1941,1940,35,3.3857142857142857
77338,483,1032,4.0,1215896240,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,YES,1951,1950,40,3.375
77343,483,1073,3.0,1178293546,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,YES,1971,1970,119,3.8739495798319328
77347,483,1097,3.0,1178293533,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
77381,483,1367,4.0,1327277815,101 Dalmatians (1996),Adventure|Children|Comedy,YES,1996,1990,47,3.074468085106383
77396,483,1566,4.0,1215897512,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,YES,1997,1990,31,3.4516129032258065
77400,483,1588,4.0,1215898009,George of the Jungle (1997),Children|Comedy,YES,1997,1990,20,3.075
77411,483,1688,2.5,1215898546,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,YES,1997,1990,20,3.35
77413,483,1702,2.5,1215898398,Flubber (1997),Children|Comedy|Fantasy,YES,1997,1990,16,3.0
77425,483,1907,3.5,1181495841,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,YES,1998,1990,45,3.566666666666667
77427,483,1920,2.5,1215898218,Small Soldiers (1998),Animation|Children|Fantasy|War,YES,1998,1990,18,2.8333333333333335
77436,483,2005,4.0,1181495298,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,YES,1985,1980,57,3.5701754385964914
77442,483,2053,1.0,1215897640,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,YES,1992,1990,20,2.05
77443,483,2054,2.5,1178358465,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,YES,1989,1980,68,2.7573529411764706
77444,483,2078,2.5,1327277836,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,YES,1967,1960,53,3.830188679245283
77445,483,2083,3.5,1215872221,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,YES,1992,1990,19,3.736842105263158
77446,483,2087,3.5,1215896437,Peter Pan (1953),Animation|Children|Fantasy|Musical,YES,1953,1950,41,3.573170731707317
77451,483,2124,1.5,1181496660,"Addams Family, The (1991)",Children|Comedy|Fantasy,YES,1991,1990,38,3.289473684210526
77456,483,2161,3.5,1415579084,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,YES,1984,1980,43,3.5813953488372094
77468,483,2294,3.5,1181495281,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,YES,1998,1990,45,3.2444444444444445
77475,483,2355,3.5,1178358174,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,YES,1998,1990,92,3.516304347826087
77528,483,2953,2.0,1215896524,Home Alone 2: Lost in New York (1992),Children|Comedy,YES,1992,1990,31,2.5161290322580645
77533,483,2987,4.0,1215873377,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,YES,1988,1980,97,3.5721649484536084
77541,483,3114,3.0,1178293259,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,YES,1999,1990,97,3.8608247422680413
77546,483,3159,4.5,1215898034,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,YES,1999,1990,15,3.8333333333333335
77574,483,3745,4.5,1215897151,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,YES,2000,1990,29,3.413793103448276
77575,483,3751,3.0,1178215715,Chicken Run (2000),Animation|Children|Comedy,YES,2000,1990,78,3.551282051282051
77590,483,4016,4.0,1215872027,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,YES,2000,1990,37,3.7162162162162162
77600,483,4306,4.0,1178292998,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,YES,2001,2000,170,3.8676470588235294
77619,483,4886,4.5,1178293841,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,YES,2001,2000,132,3.871212121212121
77620,483,4896,4.5,1178358133,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,YES,2001,2000,107,3.7616822429906542
77630,483,5218,3.5,1415579349,Ice Age (2002),Adventure|Animation|Children|Comedy,YES,2002,2000,85,3.6882352941176473
77656,483,5971,5.0,1415579318,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,YES,1988,1980,37,3.9594594594594597
77661,483,6350,4.0,1178213572,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,YES,1986,1980,24,4.0625
77664,483,6377,4.5,1178294172,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
77679,483,6936,4.0,1215872303,Elf (2003),Children|Comedy|Fantasy,YES,2003,2000,39,3.6923076923076925
77689,483,7164,4.0,1204473542,Peter Pan (2003),Action|Adventure|Children|Fantasy,YES,2003,2000,6,3.0833333333333335
77699,483,8360,4.0,1415579130,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,YES,2004,2000,92,3.5760869565217392
77716,483,8961,4.0,1178213548,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
77723,483,26662,4.0,1178213546,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy,YES,1989,1980,17,4.0588235294117645
77729,483,27731,3.5,1204473329,"Cat Returns, The (Neko no ongaeshi) (2002)",Adventure|Animation|Children|Fantasy,YES,2002,2000,8,3.75
77734,483,30793,4.0,1204277729,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,YES,2005,2000,61,3.0
77755,483,37857,4.5,1178213497,MirrorMask (2005),Adventure|Children|Drama|Fantasy,YES,2005,2000,9,3.611111111111111
77758,483,41566,3.5,1181496704,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,YES,2005,2000,62,3.443548387096774
77759,483,42734,4.0,1240154139,Hoodwinked! (2005),Animation|Children|Comedy,YES,2005,2000,4,3.25
77763,483,45517,2.5,1215872169,Cars (2006),Animation|Children|Comedy,YES,2006,2000,41,3.3780487804878048
77765,483,46948,4.0,1178212300,Monster House (2006),Animation|Children|Fantasy|Mystery,YES,2006,2000,9,3.111111111111111
77776,483,50872,5.0,1415578969,Ratatouille (2007),Animation|Children|Drama,YES,2007,2000,72,3.8680555555555554
77783,483,53121,4.0,1182704849,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy,YES,2007,2000,21,3.0238095238095237
77793,483,56152,3.0,1204277819,Enchanted (2007),Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,YES,2007,2000,17,3.676470588235294
77803,483,58299,3.0,1232847399,Horton Hears a Who! (2008),Adventure|Animation|Children|Comedy,YES,2008,2000,8,3.4375
77809,483,59784,4.0,1272483289,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,YES,2008,2000,54,3.4444444444444446
77810,483,60069,5.0,1220816302,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,YES,2008,2000,104,4.0576923076923075
77820,483,65261,5.0,1241380151,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy,YES,2008,2000,11,4.0
77830,483,68954,5.0,1254323939,Up (2009),Adventure|Animation|Children|Drama,YES,2009,2000,105,4.004761904761905
77845,483,76093,3.5,1292633342,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,YES,2010,2000,53,3.943396226415094
77848,483,78499,5.0,1415579261,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,YES,2010,2000,55,4.109090909090909
77850,483,79224,4.0,1283984763,"Karate Kid, The (2010)",Action|Children|Drama,YES,2010,2000,8,2.5
77858,483,83132,4.0,1327276441,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",Animation|Children|Fantasy,YES,2010,2000,4,3.5
77864,483,87222,3.5,1415578694,Kung Fu Panda 2 (2011),Action|Adventure|Animation|Children|Comedy|IMAX,YES,2011,2010,17,3.323529411764706
77873,483,88356,3.0,1415578323,"Smurfs, The (2011)",Animation|Children|Comedy,YES,2011,2010,4,1.875
77883,483,90866,3.5,1415577289,Hugo (2011),Children|Drama|Mystery,YES,2011,2010,18,3.75
77884,483,91094,3.5,1415577275,"Muppets, The (2011)",Children|Comedy|Musical,YES,2011,2010,10,2.6
77899,483,95167,4.0,1415577241,Brave (2012),Action|Adventure|Animation|Children,YES,2012,2010,30,3.466666666666667
77930,483,104076,3.5,1415575723,"Smurfs 2, The (2013)",Animation|Children|Comedy,YES,2013,2010,4,1.875
77941,483,108932,4.0,1415575001,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy,YES,2014,2010,31,3.870967741935484
77950,484,1,4.5,1342295949,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,YES,1995,1990,215,3.9209302325581397
77951,484,2,2.5,1342296219,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
77954,484,48,4.5,1342296910,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,YES,1995,1990,68,3.1470588235294117
77965,484,262,4.0,1342227803,"Little Princess, A (1995)",Children|Drama,YES,1995,1990,21,3.9047619047619047
77969,484,364,5.0,1342296027,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,YES,1994,1990,172,3.941860465116279
77972,484,455,4.0,1342298116,Free Willy (1993),Adventure|Children|Drama,YES,1993,1990,37,2.391891891891892
77975,484,551,4.0,1342295041,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,YES,1993,1990,93,3.553763440860215
77976,484,575,4.0,1342367990,"Little Rascals, The (1994)",Children|Comedy,YES,1994,1990,16,2.65625
77978,484,586,4.0,1342296049,Home Alone (1990),Children|Comedy,YES,1990,1980,116,2.9956896551724137
77979,484,588,4.5,1342295790,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
77980,484,594,5.0,1342299220,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,YES,1937,1930,77,3.616883116883117
77981,484,595,5.0,1342295880,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,YES,1991,1990,146,3.7705479452054793
77982,484,596,5.0,1342299287,Pinocchio (1940),Animation|Children|Fantasy|Musical,YES,1940,1930,60,3.45
77983,484,616,4.0,1342298284,"Aristocats, The (1970)",Animation|Children,YES,1970,1960,45,3.411111111111111
77984,484,673,4.0,1342297811,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,YES,1996,1990,53,2.707547169811321
77989,484,837,4.0,1342365853,Matilda (1996),Children|Comedy|Fantasy,YES,1996,1990,33,3.272727272727273
77991,484,919,5.0,1342229153,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,YES,1939,1930,92,3.880434782608696
77994,484,1015,4.0,1342227908,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,YES,1993,1990,20,2.95
77995,484,1022,4.5,1342297643,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,YES,1950,1940,42,3.488095238095238
77996,484,1025,5.0,1342299205,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,YES,1963,1960,25,3.58
77997,484,1029,5.0,1342297692,Dumbo (1941),Animation|Children|Drama|Musical,YES,1941,1940,35,3.3857142857142857
77998,484,1032,5.0,1342298041,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,YES,1951,1950,40,3.375
77999,484,1033,4.5,1342300406,"Fox and the Hound, The (1981)",Animation|Children|Drama,YES,1981,1980,20,3.575
78001,484,1073,4.0,1342296042,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,YES,1971,1970,119,3.8739495798319328
78035,484,2018,4.5,1342297927,Bambi (1942),Animation|Children|Drama,YES,1942,1940,38,3.3684210526315788
78036,484,2059,2.5,1342227954,"Parent Trap, The (1998)",Children|Comedy|Romance,YES,1998,1990,15,3.0
78037,484,2078,5.0,1342297351,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,YES,1967,1960,53,3.830188679245283
78038,484,2080,4.5,1342296976,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,YES,1955,1950,55,3.4
78039,484,2081,5.0,1342296379,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,YES,1989,1980,67,3.425373134328358
78040,484,2085,4.5,1342297714,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,YES,1961,1960,44,3.4318181818181817
78041,484,2087,5.0,1342297890,Peter Pan (1953),Animation|Children|Fantasy|Musical,YES,1953,1950,41,3.573170731707317
78042,484,2123,4.5,1342300453,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,YES,1989,1980,15,2.7
78044,484,2137,5.0,1342298191,Charlotte's Web (1973),Animation|Children,YES,1973,1970,21,3.5476190476190474
78071,484,3034,4.5,1342301003,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,YES,1973,1970,36,3.513888888888889
78082,484,3438,4.0,1342298327,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,YES,1990,1980,25,3.0
78102,484,3988,4.0,1342297965,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,YES,2000,1990,33,3.0454545454545454
78125,484,5103,4.0,1342365349,"Sandlot, The (1993)",Children|Comedy|Drama,YES,1993,1990,24,3.4375
78128,484,5159,4.0,1342300866,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical,YES,1992,1990,7,3.142857142857143
78131,484,5419,4.0,1342299611,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,YES,2002,2000,17,2.8529411764705883
78148,484,6936,4.0,1342297945,Elf (2003),Children|Comedy|Fantasy,YES,2003,2000,39,3.6923076923076925
78168,484,30793,3.5,1342296682,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,YES,2005,2000,61,3.0
78189,484,50872,5.0,1342296374,Ratatouille (2007),Animation|Children|Drama,YES,2007,2000,72,3.8680555555555554
78214,484,81847,5.0,1342297950,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,YES,2010,2000,24,3.9166666666666665
78244,485,588,4.0,837943261,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
78293,486,546,3.0,839537323,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,YES,1993,1990,21,2.0
78295,486,588,3.0,839536954,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
78315,487,3751,2.5,1428649987,Chicken Run (2000),Animation|Children|Comedy,YES,2000,1990,78,3.551282051282051
78318,487,4306,4.0,1428574200,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,YES,2001,2000,170,3.8676470588235294
78322,487,4886,3.5,1428574212,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,YES,2001,2000,132,3.871212121212121
78339,487,8961,4.0,1428574243,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
78344,487,50872,3.0,1428574591,Ratatouille (2007),Animation|Children|Drama,YES,2007,2000,72,3.8680555555555554
78346,487,60069,3.5,1428574419,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,YES,2008,2000,104,4.0576923076923075
78360,488,1,4.5,1112382025,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,YES,1995,1990,215,3.9209302325581397
78363,488,34,3.0,1112382292,Babe (1995),Children|Drama,YES,1995,1990,128,3.65234375
78372,488,314,2.5,1112382491,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,YES,1994,1990,16,3.75
78379,488,595,4.5,1112382772,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,YES,1991,1990,146,3.7705479452054793
78380,488,596,0.5,1112381859,Pinocchio (1940),Animation|Children|Fantasy|Musical,YES,1940,1930,60,3.45
78384,488,745,4.5,1112382049,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,YES,1995,1990,48,3.8958333333333335
78395,488,953,4.5,1112381850,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,YES,1946,1940,58,4.0344827586206895
78401,488,1148,4.5,1112381887,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,YES,1993,1990,56,4.035714285714286
78406,488,1223,4.5,1112382086,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,YES,1989,1980,28,4.089285714285714
78430,488,3114,4.0,1112382031,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,YES,1999,1990,97,3.8608247422680413
78433,488,3396,4.0,1112382734,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,YES,1979,1970,33,3.590909090909091
78436,488,3751,4.5,1112382207,Chicken Run (2000),Animation|Children|Comedy,YES,2000,1990,78,3.551282051282051
78442,488,4306,5.0,1112382088,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,YES,2001,2000,170,3.8676470588235294
78446,488,4886,5.0,1112381931,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,YES,2001,2000,132,3.871212121212121
78454,488,6377,5.0,1112382039,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
78466,488,8360,5.0,1112382147,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,YES,2004,2000,92,3.5760869565217392
78469,488,8961,4.0,1112382052,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
78471,489,2,2.5,1333101570,Jumanji (1995),Adventure|Children|Fantasy,YES,1995,1990,110,3.4318181818181817
78482,489,34,2.0,1333101391,Babe (1995),Children|Drama,YES,1995,1990,128,3.65234375
78486,489,48,4.0,1334587634,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,YES,1995,1990,68,3.1470588235294117
78524,489,364,4.0,1333101330,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,YES,1994,1990,172,3.941860465116279
78529,489,374,0.5,1333234624,Richie Rich (1994),Children|Comedy,YES,1994,1990,25,2.2
78540,489,455,0.5,1385824118,Free Willy (1993),Adventure|Children|Drama,YES,1993,1990,37,2.391891891891892
78552,489,551,4.5,1333101666,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,YES,1993,1990,93,3.553763440860215
78554,489,586,1.5,1333101461,Home Alone (1990),Children|Comedy,YES,1990,1980,116,2.9956896551724137
78556,489,588,3.5,1333101295,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,YES,1992,1990,183,3.7923497267759565
78561,489,594,3.5,1334170654,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,YES,1937,1930,77,3.616883116883117
78562,489,595,4.0,1333101333,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,YES,1991,1990,146,3.7705479452054793
78573,489,783,3.5,1334588026,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,YES,1996,1990,47,3.3297872340425534
78593,489,919,4.5,1332773015,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,YES,1939,1930,92,3.880434782608696
78602,489,953,4.0,1333023344,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,YES,1946,1940,58,4.0344827586206895
78604,489,1028,4.5,1332774291,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,YES,1964,1960,71,3.887323943661972
78611,489,1073,3.5,1333101432,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,YES,1971,1970,119,3.8739495798319328
78618,489,1097,4.0,1333101385,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,YES,1982,1980,122,3.7663934426229506
78679,489,1688,2.5,1333297259,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,YES,1997,1990,20,3.35
78712,489,2052,3.5,1333830809,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,YES,1993,1990,23,2.760869565217391
78713,489,2054,1.5,1333101723,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,YES,1989,1980,68,2.7573529411764706
78714,489,2080,3.5,1332704551,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,YES,1955,1950,55,3.4
78715,489,2081,3.5,1334170560,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,YES,1989,1980,67,3.425373134328358
78717,489,2124,2.5,1385824159,"Addams Family, The (1991)",Children|Comedy|Fantasy,YES,1991,1990,38,3.289473684210526
78718,489,2138,3.5,1333657391,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,YES,1978,1970,10,4.05
78733,489,2294,1.5,1334587997,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,YES,1998,1990,45,3.2444444444444445
78740,489,2355,2.5,1333101626,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,YES,1998,1990,92,3.516304347826087
78784,489,2953,0.5,1333231722,Home Alone 2: Lost in New York (1992),Children|Comedy,YES,1992,1990,31,2.5161290322580645
78787,489,2987,3.5,1333101575,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,YES,1988,1980,97,3.5721649484536084
78827,489,3751,3.5,1385823620,Chicken Run (2000),Animation|Children|Comedy,YES,2000,1990,78,3.551282051282051
78862,489,4306,4.0,1333101413,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,YES,2001,2000,170,3.8676470588235294
78875,489,4700,2.0,1333297177,"Princess Diaries, The (2001)",Children|Comedy|Romance,YES,2001,2000,27,3.037037037037037
78881,489,4896,3.5,1334170044,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,YES,2001,2000,107,3.7616822429906542
78893,489,5218,3.5,1334170491,Ice Age (2002),Adventure|Animation|Children|Comedy,YES,2002,2000,85,3.6882352941176473
78924,489,5971,4.5,1333232174,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,YES,1988,1980,37,3.9594594594594597
78936,489,6350,3.0,1333233670,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,YES,1986,1980,24,4.0625
78940,489,6377,4.0,1332772170,Finding Nemo (2003),Adventure|Animation|Children|Comedy,YES,2003,2000,141,3.9609929078014185
78945,489,6593,3.0,1333297077,Freaky Friday (2003),Children|Comedy|Fantasy,YES,2003,2000,24,3.2083333333333335
78947,489,6793,0.5,1333659892,Beethoven (1992),Children|Comedy|Drama,YES,1992,1990,11,1.7727272727272727
78980,489,8961,3.5,1334170069,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,YES,2004,2000,125,3.836
78987,489,30793,2.5,1334170640,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,YES,2005,2000,61,3.0
78994,489,33615,4.0,1333232549,Madagascar (2005),Adventure|Animation|Children|Comedy,YES,2005,2000,40,3.375
79003,489,37857,3.5,1333832555,MirrorMask (2005),Adventure|Children|Drama|Fantasy,YES,2005,2000,9,3.611111111111111
79018,489,45431,3.5,1333233921,Over the Hedge (2006),Adventure|Animation|Children|Comedy,YES,2006,2000,14,3.4285714285714284
79059,489,59784,3.0,1334587850,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,YES,2008,2000,54,3.4444444444444446
79060,489,60069,4.0,1332772747,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,YES,2008,2000,104,4.0576923076923075
79069,489,62999,3.5,1333658189,Madagascar: Escape 2 Africa (2008),Action|Adventure|Animation|Children|Comedy|IMAX,YES,2008,2000,13,3.6923076923076925
79073,489,68954,4.5,1332772589,Up (2009),Adventure|Animation|Children|Drama,YES,2009,2000,105,4.004761904761905
79119,490,1,3.5,1328229305,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,YES,1995,1990,215,3.9209302325581397
79142,490,2078,3.0,1328145563,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,YES,1967,1960,53,3.830188679245283
79153,490,4896,3.0,1328145467,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,YES,2001,2000,107,3.7616822429906542
79201,490,68954,3.5,1334940528,Up (2009),Adventure|Animation|Children|Drama,YES,2009,2000,105,4.004761904761905
79210,490,78499,4.0,1324371584,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,YES,2010,2000,55,4.109090909090909
79236,491,586,5.0,1526673066,Home Alone (1990),Children|Comedy,YES,1990,1980,116,2.9956896551724137
